Segment #,SegInt,Habitat,Shoreline Characterization,#segments from nearest aquaculuture,Date (MM/DD/YYYY),Julian Day,Year,Census #,Time (24 hr. clock),"Tide (R, H, F, L)",ObservationOccuredDuring4hrTendingWindow(1-0),Total # Shorebirds in Flock,Total REKN in segment,REKN Occupancy,REKN Flock EDGE Location,REKN Flock EDGE Distance to RACKS,REKN Flock EDGE Distance to TENDING,Total RUTU in segment,RUTU Occupancy,RUTU Flock EDGE Location,RUTU Flock EDGE Distance to RACKS,RUTU Flock EDGE Distance to TENDING,Total SESA in segment,SESA Occupancy,SESA Flock EDGE Location,SESA Flock EDGE Distance to RACKS,SESA Flock EDGE Distance to TENDING,Total SAND in segment,SAND Occupancy,SAND Flock EDGE Location,SAND Flock EDGE Distance to RACKS,SAND Flock EDGE Distance to TENDING,Total DUNL in segment,DUNL Occupancy,Flock EDGE Location,DUNL Flock EDGE Distance to RACKS,DUNL Flock EDGE Distance to TENDING,#Gulls,#LAGU,#HERG,# GBBG,# RBGU,# LBBG,nearest rack tended? (1-0),#Planes,,
102-103,102,Tidal Flats,Phragmites,2,6/1/2017,17152,2017,2,11:18,R,1,1,0,0,~,~,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
103-104,103,Tidal Flats,Phragmites,3,6/1/2017,17152,2017,2,11:19,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
104-105,104,Tidal Flats,Phragmites,4,6/1/2017,17152,2017,2,11:21,R,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
105-106,105,Tidal Flats,Phragmites,5,6/1/2017,17152,2017,2,11:22,R,1,5,0,0,~,~,~,1,1,#,+,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
106-107,106,Tidal Flats,Phragmites,5,6/1/2017,17152,2017,2,11:23,R,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
107-108,107,Tidal Flats,Dune,4,6/1/2017,17152,2017,2,11:24,R,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
108-109,108,Tidal Flats,Dune,3,6/1/2017,17152,2017,2,11:25,R,1,4,0,0,~,~,~,0,0,~,~,~,4,1,S,3,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
109-110,109,Tidal Flats,Phragmites,2,6/1/2017,17152,2017,2,11:27,R,1,13,0,0,~,~,~,5,1,S,2,~,8,1,S,2,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
110-111,110,Tidal Flats,Dune,1,6/1/2017,17152,2017,2,11:30,R,1,1,0,0,~,~,~,0,0,~,~,~,1,1,S,1,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
111-112,111,Creek,Marsh,0,6/1/2017,17152,2017,2,11:32,R,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,1,1,0,0,0,0,0,,
112-113,112,Aquaculture,Phragmites,0,6/1/2017,17152,2017,2,11:32,R,1,3,0,0,~,~,~,0,0,~,~,~,3,1,F,1,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
113-114,113,Aquaculture,Dune,0,6/1/2017,17152,2017,2,11:35,R,1,1,0,0,~,~,~,0,0,~,~,~,1,1,F,3,~,0,0,~,~,~,0,0,~,~,~,6,1,5,0,0,0,0,0,,
114-115,114,Aquaculture,Dune,0,6/1/2017,17152,2017,2,11:36,R,1,2,0,0,~,~,~,0,0,~,~,~,2,1,F,2,~,0,0,~,~,~,0,0,~,~,~,4,1,3,0,0,0,0,0,,
N11-N10,-11,Creek,Dune,48,5/31/2017,17151,2017,1,10:20,L,1,670,110,1,#,+,~,48,1,#,+,~,32,1,#,+,~,0,0,~,~,~,0,0,~,~,~,97,88,7,2,0,0,0,0,,
N10-N09,-10,Creek,Dune,47,5/31/2017,17151,2017,1,10:15,L,1,670,66,1,#,+,~,24,1,#,+,~,90,1,#,+,~,3,1,#,+,~,0,0,~,~,~,107,90,5,12,0,0,0,0,,
N09-N08,-9,Creek,Dune,46,5/31/2017,17151,2017,1,10:07,L,1,670,17,1,#,+,~,39,1,#,+,~,235,1,#,+,~,6,1,#,+,~,0,0,~,~,~,100,98,2,0,0,0,0,0,,
N08-N07,-8,Creek,Dune,45,5/31/2017,17151,2017,1,10:02,L,1,163,1,1,#,+,~,9,1,#,+,~,82,1,#,+,~,0,0,~,~,~,0,0,~,~,~,15,15,0,0,0,0,0,0,,
N07-N06,-7,Creek,Dune,44,5/31/2017,17151,2017,1,9:59,L,1,163,0,0,~,~,~,3,1,#,+,~,66,1,#,+,~,2,1,#,+,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
N06-N05,-6,Tidal Flats,Dune,43,5/31/2017,17151,2017,1,9:57,L,1,509,2,1,#,+,~,32,1,#,+,~,28,1,#,+,~,1,1,#,+,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
N05-N04,-5,Tidal Flats,Dune,42,5/31/2017,17151,2017,1,9:53,L,1,509,20,1,#,+,~,180,1,#,+,~,95,1,#,+,~,12,1,#,+,~,0,0,~,~,~,26,26,0,0,0,0,0,0,,
N04-N03,-4,Tidal Flats,Creek,41,5/31/2017,17151,2017,1,9:44,L,1,509,8,1,#,+,~,78,1,#,+,~,46,1,#,+,~,6,1,#,+,~,1,1,#,+,~,63,62,1,0,0,0,0,0,,
N03-N02,-3,Creek,Dune,40,5/31/2017,17151,2017,1,9:41,L,1,246,0,0,~,~,~,168,1,#,+,~,46,1,#,+,~,2,1,#,+,~,0,0,~,~,~,19,19,0,0,0,0,0,0,,
N02-N01,-2,Tidal Flats,Dune,39,5/31/2017,17151,2017,1,9:37,L,1,246,0,0,~,~,~,16,1,#,+,~,14,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
N01-000,-1,Tidal Flats,Dune,38,5/31/2017,17151,2017,1,9:34,L,1,30,0,0,~,~,~,12,1,#,+,~,18,1,#,+,~,1,1,#,+,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
000-001,0,Tidal Flats,Dune,37,5/31/2017,17151,2017,1,9:32,L,1,13,0,0,~,~,~,0,0,~,~,~,13,1,#,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
001-002,1,Tidal Flats,Dune,36,5/31/2017,17151,2017,1,9:26,L,1,1,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
002-003,2,Tidal Flats,Dune,35,5/31/2017,17151,2017,1,9:22,L,1,8,0,0,~,~,~,0,0,~,~,~,8,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
003-004,3,Tidal Flats,Dune,34,5/31/2017,17151,2017,1,9:20,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
004-005,4,Tidal Flats,Dune,33,5/31/2017,17151,2017,1,9:20,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
005-006,5,Tidal Flats,Dune,32,5/31/2017,17151,2017,1,9:19,L,1,80,0,0,~,~,~,0,0,~,~,~,19,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
006-007,6,Tidal Flats,Dune,31,5/31/2017,17151,2017,1,9:26,L,1,80,0,0,~,~,~,0,0,~,~,~,29,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
007-008,7,Tidal Flats,Dune,30,5/31/2017,17151,2017,1,9:09,L,1,80,0,0,~,~,~,0,0,~,~,~,32,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
008-009,8,Tidal Flats,Dune,29,5/31/2017,17151,2017,1,9:07,L,1,806,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
009-010,9,Tidal Flats,Dune,28,5/31/2017,17151,2017,1,9:04,L,1,36,0,0,~,~,~,1,1,#,+,~,18,1,#,+,~,0,0,~,~,~,0,0,~,~,~,30,30,0,0,0,0,0,0,,
010-011,10,Tidal Flats,Dune,27,5/31/2017,17151,2017,1,9:02,L,1,36,0,0,~,~,~,0,0,~,~,~,17,1,#,+,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
011-012,11,Tidal Flats,Dune,26,5/31/2017,17151,2017,1,9:00,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
012-013,12,Tidal Flats,Dune,25,5/31/2017,17151,2017,1,8:59,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
013-014,13,Tidal Flats,Dune,24,5/31/2017,17151,2017,1,8:57,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
014-015,14,Tidal Flats,Dune,23,5/31/2017,17151,2017,1,8:56,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
015-016,15,Tidal Flats,Dune,22,5/31/2017,17151,2017,1,8:55,L,1,11,0,0,~,~,~,0,0,~,~,~,11,1,#,+,~,0,0,~,~,~,0,0,~,~,~,4,1,3,0,0,0,0,0,,
016-017,16,Tidal Flats,Dune,21,5/31/2017,17151,2017,1,8:53,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,0,1,1,0,0,0,0,,
017-018,17,Tidal Flats,Dune,20,5/31/2017,17151,2017,1,8:48,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,0,3,0,0,0,0,0,,
018-019,18,Tidal Flats,Dune,19,5/31/2017,17151,2017,1,8:47,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,42,22,12,8,0,0,0,0,,
019-020,19,Tidal Flats,Creek,18,5/31/2017,17151,2017,1,8:45,L,1,17,0,0,~,~,~,0,0,~,~,~,17,1,#,+,~,0,0,~,~,~,0,0,~,~,~,48,43,5,0,0,0,0,0,,
020-021,20,Creek,Creek,17,5/31/2017,17151,2017,1,8:43,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,2,1,0,0,0,0,0,,
021-022,21,Creek,Creek,16,5/31/2017,17151,2017,1,8:39,L,1,561,32,1,#,+,~,295,1,#,+,~,65,1,#,+,~,8,1,#,+,~,1,1,#,+,~,260,255,5,0,0,0,0,0,,
022-023,22,Creek,Dune,15,5/31/2017,17151,2017,1,8:35,L,1,561,14,1,#,+,~,78,1,#,+,~,54,1,#,+,~,2,1,#,+,~,1,1,#,+,~,169,165,4,0,0,0,0,0,,
023-024,23,Creek,Dune,14,5/31/2017,17151,2017,1,8:32,L,1,561,0,0,~,~,~,2,1,#,+,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,24,24,0,0,0,0,0,0,,
024-025,24,Creek,Dune,13,5/31/2017,17151,2017,1,8:31,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,48,48,0,0,0,0,0,0,,
025-026,25,Creek,Dune,12,5/31/2017,17151,2017,1,8:30,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,14,14,0,0,0,0,0,0,,
026-027,26,Tidal Flats,Dune,11,5/31/2017,17151,2017,1,8:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,33,33,0,0,0,0,0,0,,
027-028,27,Tidal Flats,Dune,10,5/31/2017,17151,2017,1,8:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,22,22,0,0,0,0,0,0,,
028-029,28,Tidal Flats,Dune,9,5/31/2017,17151,2017,1,8:29,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,12,12,0,0,0,0,0,0,,
029-030,29,Tidal Flats,Dune,8,5/31/2017,17151,2017,1,8:26,L,1,9,0,0,~,~,~,8,1,#,+,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,26,26,0,0,0,0,0,0,,
030-031,30,Tidal Flats,Dune,7,5/31/2017,17151,2017,1,8:11,L,1,47,0,0,~,~,~,33,1,#,+,~,10,1,#,+,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
031-032,31,Tidal Flats,Dune,6,5/31/2017,17151,2017,1,8:14,L,1,47,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
032-033,32,Tidal Flats,Dune,5,5/31/2017,17151,2017,1,8:14,L,1,2,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
033-034,33,Tidal Flats,Dune,4,5/31/2017,17151,2017,1,8:17,L,1,326,12,1,S,+,~,25,1,S,+,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
034-035,34,Tidal Flats,Phragmites,3,5/31/2017,17151,2017,1,8:18,L,1,326,16,1,S,3,~,140,1,S,3,~,6,1,F,+,~,2,1,F,+,~,0,0,~,~,~,25,25,0,0,0,0,0,0,,
035-036,35,Tidal Flats,Phragmites,2,5/31/2017,17151,2017,1,8:21,L,1,326,7,1,F,2,~,65,1,S,2,~,8,1,F,3,~,1,1,F,3,~,0,0,~,~,~,16,16,0,0,0,0,0,0,,
036-037,36,Tidal Flats,Phragmites,1,5/31/2017,17151,2017,1,8:25,L,1,326,0,0,~,~,~,10,1,S,5,~,14,1,S,5,~,3,1,S,5,~,0,0,~,~,~,17,17,0,0,0,0,0,0,,
037-038,37,Aquaculture,Phragmites,0,5/31/2017,17151,2017,1,8:26,L,1,174,4,1,B,5,~,170,1,B,5,~,8,1,F,5,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
038-039,38,Aquaculture,Phragmites,0,5/31/2017,17151,2017,1,8:29,L,1,9,0,0,~,~,~,0,0,~,~,~,9,1,W,0,~,0,0,~,~,~,0,0,~,~,~,22,22,0,0,0,0,0,0,,
039-040,39,Aquaculture,Phragmites,0,5/31/2017,17151,2017,1,8:35,L,1,61,0,0,~,~,~,1,1,F,3,~,60,1,F,5,~,0,0,~,~,~,0,0,~,~,~,56,55,1,0,0,0,0,0,,
040-041,40,Tidal Flats,Marsh,1,5/31/2017,17151,2017,1,8:36,L,1,12,0,0,~,~,~,0,0,~,~,~,11,1,F,5,~,0,0,~,~,~,0,0,~,~,~,14,14,0,0,0,0,0,0,,
041-042,41,Tidal Flats,Marsh,2,5/31/2017,17151,2017,1,8:37,L,1,6,0,0,~,~,~,0,0,~,~,~,6,1,S,5,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
042-043,42,Tidal Flats,Bulkhead,3,5/31/2017,17151,2017,1,8:38,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,S,2,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
043-044,43,Tidal Flats,Bulkhead,4,5/31/2017,17151,2017,1,8:40,L,1,6,0,0,~,~,~,0,0,~,~,~,6,1,#,+,~,0,0,~,~,~,0,0,~,~,~,9,9,0,0,0,0,0,0,,
044-045,44,Tidal Flats,Bulkhead,5,5/31/2017,17151,2017,1,8:40,L,1,19,0,0,~,~,~,0,0,~,~,~,19,1,#,+,~,0,0,~,~,~,0,0,~,~,~,16,16,0,0,0,0,0,0,,
045-046,45,Tidal Flats,Bulkhead,6,5/31/2017,17151,2017,1,8:48,L,1,9,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
046-047,46,Tidal Flats,Bulkhead,7,5/31/2017,17151,2017,1,8:48,L,1,9,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
047-048,47,Tidal Flats,Bulkhead,8,5/31/2017,17151,2017,1,8:49,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
048-049,48,Tidal Flats,Bulkhead,9,5/31/2017,17151,2017,1,8:50,L,1,7,0,0,~,~,~,0,0,~,~,~,7,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
049-050,49,Tidal Flats,Dune,10,5/31/2017,17151,2017,1,8:51,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
050-051,50,Tidal Flats,Bulkhead,11,5/31/2017,17151,2017,1,8:53,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
051-052,51,Tidal Flats,Bulkhead,12,5/31/2017,17151,2017,1,8:54,L,1,8,0,0,~,~,~,0,0,~,~,~,8,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
052-053,52,Tidal Flats,Bulkhead,13,5/31/2017,17151,2017,1,8:54,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
053-054,53,Tidal Flats,Bulkhead,14,5/31/2017,17151,2017,1,8:55,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,0,0,0,0,0,0,0,0,,
054-055,54,Tidal Flats,Bulkhead,15,5/31/2017,17151,2017,1,8:55,L,1,5,0,0,~,~,~,0,0,~,~,~,5,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
055-056,55,Tidal Flats,Bulkhead,14,5/31/2017,17151,2017,1,8:56,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,1,1,0,0,0,0,0,0,,
056-057,56,Tidal Flats,Bulkhead,13,5/31/2017,17151,2017,1,8:56,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
057-058,57,Tidal Flats,Bulkhead,12,5/31/2017,17151,2017,1,8:56,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,5,5,0,0,0,0,0,0,,
058-059,58,Tidal Flats,Bulkhead,11,5/31/2017,17151,2017,1,8:57,L,1,2,0,0,~,~,~,0,0,~,~,~,2,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
059-060,59,Tidal Flats,Bulkhead,10,5/31/2017,17151,2017,1,8:57,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
060-061,60,Tidal Flats,Bulkhead,9,5/31/2017,17151,2017,1,9:04,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,7,7,0,0,0,0,0,0,,
061-062,61,Tidal Flats,Dune,8,5/31/2017,17151,2017,1,9:04,L,1,259,0,0,~,~,~,0,0,~,~,~,35,1,#,+,~,0,0,~,~,~,0,0,~,~,~,8,8,0,0,0,0,0,0,,
062-063,62,Tidal Flats,Dune,7,5/31/2017,17151,2017,1,9:05,L,1,259,0,0,~,~,~,0,0,~,~,~,75,1,#,+,~,0,0,~,~,~,0,0,~,~,~,12,12,0,0,0,0,0,0,,
063-064,63,Tidal Flats,Dune,6,5/31/2017,17151,2017,1,9:05,L,1,259,1,1,#,+,~,4,1,#,+,~,75,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
064-065,64,Tidal Flats,Dune,5,5/31/2017,17151,2017,1,9:06,L,1,259,0,0,~,~,~,16,1,#,+,~,26,1,#,+,~,0,0,~,~,~,0,0,~,~,~,13,13,0,0,0,0,0,0,,
065-066,65,Tidal Flats,Dune,4,5/31/2017,17151,2017,1,9:07,L,1,259,0,0,~,~,~,0,0,~,~,~,16,1,#,+,~,11,1,#,+,~,0,0,~,~,~,15,15,0,0,0,0,0,0,,
066-067,66,Tidal Flats,Dune,3,5/31/2017,17151,2017,1,9:08,L,1,49,0,0,~,~,~,0,0,~,~,~,8,1,#,+,~,0,0,~,~,~,0,0,~,~,~,37,37,0,0,0,0,0,0,,
067-068,67,Tidal Flats,Dune,2,5/31/2017,17151,2017,1,9:09,L,1,49,0,0,~,~,~,0,0,~,~,~,24,1,S,3,~,0,0,~,~,~,0,0,~,~,~,65,65,0,0,0,0,0,0,,
068-069,68,Tidal Flats,Dune,1,5/31/2017,17151,2017,1,9:11,L,1,49,0,0,~,~,~,0,0,~,~,~,17,1,S,2,~,0,0,~,~,~,0,0,~,~,~,40,40,0,0,0,0,0,0,,
069-070,69,Aquaculture,Woodland,0,5/31/2017,17151,2017,1,9:22,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,S,5,~,0,0,~,~,~,0,0,~,~,~,40,40,0,0,0,0,0,0,,
070-071,70,Aquaculture,Woodland,0,5/31/2017,17151,2017,1,9:22,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,15,15,0,0,0,0,0,0,,
071-072,71,Tidal Flats,Woodland,1,5/31/2017,17151,2017,1,9:23,L,1,100,0,0,~,~,~,0,0,~,~,~,55,1,#,+,~,0,0,~,~,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
072-073,72,Tidal Flats,Bulkhead,2,5/31/2017,17151,2017,1,9:24,L,1,100,0,0,~,~,~,0,0,~,~,~,30,1,#,+,~,0,0,~,~,~,0,0,~,~,~,50,50,0,0,0,0,0,0,,
073-075,73,Tidal Flats,Woodland,3,5/31/2017,17151,2017,1,9:24,L,1,100,0,0,~,~,~,0,0,~,~,~,15,1,#,+,~,0,0,~,~,~,0,0,~,~,~,25,25,0,0,0,0,0,0,,
075-076,75,Tidal Flats,Bulkhead,4,5/31/2017,17151,2017,1,9:24,L,1,9,0,0,~,~,~,0,0,~,~,~,9,1,#,+,~,0,0,~,~,~,0,0,~,~,~,11,11,0,0,0,0,0,0,,
076-077,76,Tidal Flats,Bulkhead,5,5/31/2017,17151,2017,1,9:25,L,1,3,0,0,~,~,~,0,0,~,~,~,3,1,#,+,~,0,0,~,~,~,0,0,~,~,~,4,4,0,0,0,0,0,0,,
077-078,77,Tidal Flats,Dune,6,5/31/2017,17151,2017,1,9:26,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,3,3,0,0,0,0,0,0,,
078-079,78,Tidal Flats,Bulkhead,7,5/31/2017,17151,2017,1,9:26,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,29,29,0,0,0,0,0,0,,
079-080,79,Tidal Flats,Dune,8,5/31/2017,17151,2017,1,9:26,L,1,4,0,0,~,~,~,0,0,~,~,~,4,1,#,+,~,0,0,~,~,~,0,0,~,~,~,40,40,0,0,0,0,0,0,,
080-081,80,Tidal Flats,Dune,9,5/31/2017,17151,2017,1,9:27,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,10,10,0,0,0,0,0,0,,
081-082,81,Tidal Flats,Dune,10,5/31/2017,17151,2017,1,9:27,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,35,35,0,0,0,0,0,0,,
082-083,82,Tidal Flats,Dune,11,5/31/2017,17151,2017,1,9:28,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,17,17,0,0,0,0,0,0,,
083-084,83,Tidal Flats,Dune,11,5/31/2017,17151,2017,1,9:28,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,45,45,0,0,0,0,0,0,,
084-085,84,Tidal Flats,Bulkhead,10,5/31/2017,17151,2017,1,9:28,L,1,0,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,15,15,0,0,0,0,0,0,,
085-086,85,Tidal Flats,Bulkhead,9,5/31/2017,17151,2017,1,9:29,L,1,1,0,0,~,~,~,0,0,~,~,~,1,1,#,+,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
086-087,86,Tidal Flats,Bulkhead,8,5/31/2017,17151,2017,1,9:40,L,1,431,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,0,0,~,~,~,2,2,0,0,0,0,0,0,,
087-088,87,Tidal Flats,Dune,7,5/31/2017,17151,2017,1,9:40,L,1,431,0,0,~,~,~,0,0,~,~,~,15,1,#,+,~,1,1,#,+,~,0,0,~,~,~,20,20,0,0,0,0,0,0,,
088-089,88,Tidal Flats,Dune,6,5/31/2017,17151,2017,1,9:40,L,1,431,0,0,~,~,~,1,1,#,+,~,30,1,#,+,~,0,0,~,~,~,0,0,~,~,~,65,65,0,0,0,0,0,0,,
089-090,89,Tidal Flats,Dune,5,5/31/2017,17151,2017,1,9:44,L,1,431,0,0,~,~,~,5,1,#,+,~,40,1,#,+,~,4,1,#,+,~,0,0,~,~,~,15,15,0,0,0,0,0,0,,
090-091,90,Tidal Flats,Dune,4,5/31/2017,17151,2017,1,9:47,L,1,431,3,1,#,+,~,32,1,#,+,~,25,1,#,+,~,3,1,#,+,~,0,0,~,~,~,15,15,0,0,0,0,0,0,,
091-092,91,Tidal Flats,Dune,3,5/31/2017,17151,2017,1,9:47,L,1,431,4,1,#,+,~,29,1,#,+,~,40,1,#,+,~,2,1,#,+,~,0,0,~,~,~,45,45,0,0,0,0,0,0,,
092-093,92,Tidal Flats,Dune,2,5/31/2017,17151,2017,1,9:48,L,1,431,4,1,F,+,~,29,1,F,+,~,25,1,F,+,~,6,1,F,+,~,0,0,~,~,~,10,10,0,0,0,0,0,0,,
093-094,93,Tidal Flats,Dune,1,5/31/2017,17151,2017,1,9:48,L,1,431,1,1,F,+,~,4,1,F,3,~,30,1,F,3,~,0,0,~,~,~,1,1,F,+,~,4,4,0,0,0,0,0,0,,
094-095,94,Aquaculture,Dune,0,5/31/2017,17151,2017,1,9:50,L,1,431,0,0,~,~,~,0,0,~,~,~,65,1,F,2,~,2,1,F,2,~,0,0,~,~,~,6,6,0,0,0,0,0,0,,
